square_feet,bedrooms,bathrooms,age,location_score,garage,pool,school_rating,crime_rate,distance_to_city,lot_size,year_built,energy_efficiency,neighborhood,price
1990,1,3.0,0,2.5887607898645113,1,0,2,42.322825337962364,21.777939153175925,9195,1958,D,Urban,284826.6596569748
1848,3,1.0,0,4.301658130463723,2,0,4,79.63210688484116,49.907370520409806,5549,2000,B,Downtown,301293.2939889674
2399,1,1.5,0,2.1125515149080845,1,0,4,19.493158540211475,11.110187404862984,5216,1986,C,Downtown,341850.6861466509
1191,4,3.0,3,6.778339464825535,1,0,2,77.5610532841953,20.98637863831958,10918,1975,A,Urban,268584.85689941485
1473,3,3.0,3,7.022286349252311,2,0,2,9.636810492485814,35.876665453659726,7669,2006,C,Downtown,312330.62058114196
1466,1,3.5,5,6.977640874920734,1,0,3,47.36606477397736,35.48784810885852,6062,1956,A,Suburbs,280820.4602851633
2475,1,4.0,5,5.879143435270108,1,0,5,86.53289754829157,29.137975662182573,5735,1984,B,Urban,388280.2087596711
2855,4,4.0,14,7.716347810179949,2,0,2,41.29338225749275,47.64259993725159,6914,1970,B,Rural,494181.5457189132
1947,4,2.0,1,1.3228956674198176,0,0,2,96.32808773622328,13.091597131283411,11187,1984,B,Rural,299129.2783705713
1915,3,2.0,1,9.617621387007755,1,0,4,63.10395343830885,28.862788085689562,7513,1982,A,Suburbs,353687.8393493577
2035,3,3.0,9,2.998865871364181,2,0,5,75.66519759306271,40.71341931328206,9446,1967,C,Downtown,347480.12832029135
2580,4,2.0,8,2.0940577182256908,1,0,3,50.985778536969875,12.390633546059155,8699,2006,B,Rural,387276.9412912643
1536,4,3.0,1,9.470224386477383,2,0,3,42.97578402261825,43.68628327251583,7883,1957,C,Urban,348248.5556384577
2119,2,2.5,19,8.473932247254249,0,0,3,8.467767851041174,32.317256806981206,4051,1977,B,Urban,331403.5629558689
2487,4,3.0,3,7.8838337736251205,1,0,1,11.994919016453364,19.67245840338624,9673,1977,B,Suburbs,421096.94015158725
2250,4,2.0,4,1.9427113804508345,1,0,2,57.17037876136358,32.7369171839415,6513,2000,B,Urban,337378.6748119711
2094,4,2.5,5,8.267762923085492,1,0,1,61.36337392933279,46.47504773808319,4687,1965,B,Urban,361678.7717979497
2500,4,2.5,3,6.481211707088044,0,1,4,98.47548395403021,49.42060659898022,4306,2011,D,Urban,442516.7793220693
648,5,3.5,8,7.587177499106605,0,1,5,85.77432546706251,14.790276840051213,9177,2023,B,Urban,328166.7385559397
2338,2,2.0,4,9.802632518365533,2,0,5,84.44868080803143,45.544641144615525,9612,1994,C,Rural,397928.0236521645
1672,5,3.5,3,2.749970594062002,2,0,4,28.66037873767,2.890729351259138,3429,2011,D,Urban,359171.59829869954
1084,3,3.0,23,5.539437647366771,1,0,4,41.178196334637654,1.3564110066281891,6955,1968,A,Rural,245485.13589255718
2255,4,3.0,3,7.780167518132035,1,0,4,10.212903998565837,30.479219223206215,8727,2014,B,Downtown,416277.98005600634
2686,1,3.0,11,4.902907156945284,1,0,3,58.15364462735866,24.600638764740445,8309,2006,B,Urban,363948.6900025253
1931,3,2.5,4,1.4918777462638761,2,1,2,6.953780315431423,23.98996901458544,6971,1993,B,Downtown,360587.2179452324
2476,4,1.5,5,2.0029500898796906,1,0,4,44.68308253943762,12.469247841531786,7831,1963,A,Downtown,384789.70244742633
2806,4,1.5,2,6.418827752910604,2,0,4,56.61997624810373,30.27560806814219,9893,2018,B,Downtown,466700.777126948
2657,1,3.5,13,3.565037317516809,2,0,5,22.818494302422152,1.8302222252299618,8874,1972,B,Urban,394735.5406687955
2819,3,3.0,13,2.2405658257233405,1,0,4,77.54442983785628,22.25680453452592,9294,2001,D,Rural,441628.9904524554
2371,1,1.5,0,4.059027977721242,1,1,5,67.48476390732607,18.97992607893961,7126,2013,A,Rural,363559.695534076
2037,5,2.5,0,2.80882838840307,1,0,1,14.78651288782068,10.459625925106295,5455,1985,B,Rural,386001.3035190945
1199,4,2.0,25,1.2154551991729696,2,0,5,98.3680504828377,26.02649186426181,8485,2021,C,Rural,256447.30923503463
1876,1,1.5,21,2.366325897104495,1,0,5,54.204547527497084,34.82268816326813,9600,1972,C,Rural,237182.3332558178
1578,4,2.5,7,8.947701648259052,2,1,4,2.6418043694410587,40.83546268547256,6644,1990,B,Downtown,396515.80251822615
3085,5,2.0,6,1.1083355425244448,2,0,4,35.010985154248786,23.650233490563476,8466,2001,B,Suburbs,471432.6458532799
1912,3,1.0,16,7.964652732346861,1,0,5,97.93107685603427,12.754607480451059,7994,1964,B,Urban,320286.94591720175
2061,4,2.0,1,7.781149952844252,1,0,3,90.2309397058542,11.284915415615787,4674,2007,A,Rural,337113.61688411067
2275,3,2.5,10,6.078139195230904,1,0,5,15.116298892865643,29.38006416045942,7684,1986,B,Suburbs,377385.2731245992
2021,4,1.0,6,2.8760298913753357,0,0,3,85.50057297117633,20.07340311907717,8348,1957,C,Suburbs,303717.3473993123
2847,3,2.0,13,8.902533018702085,1,0,3,61.84108088628385,16.56025674573951,7070,1987,D,Suburbs,420925.90120194637
1688,3,2.0,0,5.2756801191454885,0,0,4,2.1734525424859097,26.62579994815956,10184,1971,C,Rural,329892.7810241422
2097,3,1.0,8,2.5588560614296187,2,1,3,75.74302159222381,28.264735214339463,5507,1977,D,Downtown,346270.7629163422
1628,2,1.5,8,4.8612033324030355,2,0,5,41.283634318818685,12.457592898620689,12302,1976,A,Urban,356894.05658284365
1339,4,1.5,18,2.754255049698274,0,1,3,39.61389558482791,19.53684620953185,7992,1984,C,Downtown,297313.6621876602
1694,3,1.5,11,4.384070570169321,1,0,2,38.280006162568355,35.67731851353661,7616,2008,B,Downtown,315685.2194897933
1981,3,3.0,21,5.470189939091083,1,0,3,59.65583231560269,19.982515958963187,9830,1995,C,Suburbs,317625.6345218231
1785,4,2.0,21,4.23910800731845,1,0,5,71.42145480046425,22.76096900414445,5008,1952,B,Urban,321999.8914068734
1653,3,1.5,5,6.91339846665431,1,0,3,64.76425068819833,32.36133945449368,12553,1993,B,Downtown,337030.82243905106
1296,3,1.5,1,9.423260236795945,1,0,4,24.17619261307812,10.349423832300387,6635,1959,B,Rural,308299.4102169825
1958,5,2.0,9,4.133344128822671,1,0,5,70.68022235898707,43.47292236791803,9774,1989,C,Downtown,374722.3662067638
1247,4,3.0,20,4.201655624528371,0,0,3,13.551765113005454,17.581586002497676,8004,2004,C,Rural,291717.9792069229
2380,2,2.0,0,7.644722235420389,2,1,2,97.13409841239454,34.69512561392248,5964,1955,C,Suburbs,354067.0838313089
2041,3,1.5,8,5.775318383689762,1,1,1,47.361343462235396,15.563211359159249,10037,1978,B,Suburbs,380699.5337579016
1271,5,2.0,1,4.8595549565866705,2,0,3,9.134623462140324,32.75899285717126,9058,1954,C,Urban,304683.3468739168
1845,3,2.5,0,8.324273696108524,1,1,2,57.662498764594986,14.589859541367417,14100,1975,C,Suburbs,371138.0222424873
1623,3,1.0,11,9.019324604722701,1,0,4,57.698170235489535,37.65444644416218,8774,1987,C,Rural,283278.75401520473
2159,2,2.5,11,6.315279454424653,1,0,5,3.8811431164809007,6.1378426041963134,6732,2012,A,Suburbs,375322.6579694756
2670,2,2.0,9,2.6659294547995547,1,0,5,1.0863440372338218,16.0668264253502,4289,1976,B,Rural,399233.0330381431
1062,4,1.0,19,5.196573001017801,1,0,4,99.61022357167604,28.80780029172502,6512,1990,D,Downtown,219874.08533001353
2057,4,2.5,0,5.539335959333208,1,0,5,39.008463378815485,32.02625195745544,8512,1957,B,Urban,368770.9163999239
1919,5,3.0,1,4.889866213997735,0,0,2,24.54555456108264,7.770295389292752,7252,1971,C,Downtown,357074.1961148572
2335,4,2.5,19,3.361886909788459,2,0,4,54.772479708188904,16.657173090951808,9526,1994,D,Urban,387320.0908792967
2106,2,2.0,6,5.250896269514691,1,0,2,0.8337630546980668,5.9876309682517475,8724,1972,D,Urban,356397.3531913594
1624,1,2.5,3,5.018915368879207,0,0,4,1.2895054695858166,41.882985764196036,5505,1984,D,Urban,220888.01470068787
1840,5,2.0,13,2.885441715567448,1,1,4,11.277961255930224,49.19934899249518,7181,1982,B,Urban,401963.88651500177
1601,3,3.0,22,9.130875871024585,1,0,3,80.2525330245344,14.906254151665985,6268,2010,A,Downtown,297126.47864535335
2538,3,2.5,11,8.968068557627213,1,1,5,24.824813930368204,24.67262651580114,8689,1966,C,Rural,468708.66832519684
2010,5,1.0,15,7.836547856055308,1,0,2,50.34570326276337,25.819815398963662,8862,2013,C,Suburbs,366163.4008530154
2950,3,2.5,3,4.608519198510532,2,0,4,22.36210255188983,9.058076791236324,6797,1964,C,Urban,457825.6675001424
1969,2,2.5,3,4.33307717102922,1,0,4,54.48284064729172,33.71296977152349,4720,2012,C,Urban,327598.83432487387
1645,4,2.0,19,7.448188396563681,0,0,3,50.880547847621195,26.322297584283707,13624,2011,A,Suburbs,277867.12616711826
1243,5,3.5,9,6.47307311502762,1,0,1,40.072443179712856,26.178795219455147,8645,2008,B,Suburbs,315011.6012651642
1098,1,3.0,2,6.405384915520821,1,0,4,43.319797388991745,3.8704863059073036,8640,1978,A,Rural,214247.58879596676
1207,4,1.5,7,2.11700374745371,1,0,1,65.33781606339345,4.916048567431011,4251,1972,C,Urban,240342.9599948393
2133,3,3.5,11,6.564554022659036,1,0,5,84.21539212299606,48.25027531170199,9447,1993,A,Downtown,391717.8242291842
2254,3,2.0,2,9.116767100110291,1,0,3,31.940905988572656,47.045828221524744,10127,2003,C,Suburbs,366145.4471577072
1209,5,3.0,10,1.7723482360339007,1,1,2,53.214548951365906,1.8931708529983022,8676,2006,B,Suburbs,378656.31921915035
2447,5,3.0,0,4.052541691637086,1,0,3,85.41754171075925,27.48249498051625,8268,1954,B,Suburbs,448282.1380820992
1758,2,2.5,3,5.581128623023651,1,0,4,16.79255335784792,4.17760087916602,8272,2000,B,Urban,347887.0926469677
2073,2,2.0,11,7.174085453483383,1,1,3,97.9557240452466,39.86420811035015,6223,2017,C,Downtown,331054.99956333207
2806,1,3.5,1,1.8067143660062608,1,0,2,75.06290073151037,3.4134943089279783,6606,1986,B,Downtown,374889.09866607905
2448,3,1.5,2,8.855255739599599,2,1,1,36.61132157105808,27.916342687169788,7539,2001,C,Rural,441120.38661378925
1865,1,2.0,21,1.364910583673363,0,0,4,37.517905626355464,31.344262978384187,10199,1963,B,Urban,294566.7358131201
1554,3,2.0,11,8.719207001265183,1,0,5,20.534800026379475,5.706730104918662,8534,2021,B,Downtown,320334.93429674703
924,1,3.5,6,1.2488658027872963,1,1,2,26.7915320804639,30.124220548947694,6517,2017,C,Urban,199305.96425814135
1640,3,3.5,2,2.3817097389462014,1,0,2,58.70351049483341,47.14220172707313,6706,1998,B,Rural,299134.7776515588
1894,1,1.5,4,8.202914444383062,1,1,1,0.37381057194476597,5.769739054903384,3675,1984,C,Urban,344839.44875899865
1506,4,3.5,8,8.741479934834004,2,0,5,2.3159954645914693,34.54870739183484,8899,1989,D,Downtown,358961.7799775308
1934,2,2.0,1,9.84039246357603,0,0,3,98.64767915594423,14.291406815044809,7580,1970,B,Urban,299748.48170125403
2038,3,4.0,6,2.0414334550930766,1,0,5,23.55299921406102,14.40719042283537,8373,1957,C,Suburbs,353722.16828620073
1887,4,2.5,5,5.738060044815685,1,1,4,82.95650326756697,27.662163618362367,14062,1993,D,Suburbs,411905.12413700006
1674,4,1.0,6,1.694402438857215,2,0,5,61.24011123704758,46.464305368018856,7105,1968,A,Suburbs,320718.5103193104
2084,2,1.0,1,2.4076686336746462,1,1,5,44.598024672793436,12.305396037609128,8428,1982,C,Rural,320935.5764583156
2220,1,1.5,1,2.5704447211572696,1,0,3,73.21804583237233,49.673361720247215,6737,1959,A,Rural,318849.1838812949
1454,4,1.5,33,1.5704942631317689,0,0,4,5.002135767838334,5.48113395880566,7665,1961,C,Suburbs,235782.79669162084
2705,3,3.0,38,9.036818253355035,2,0,4,75.60785399507424,47.06876793903629,6052,1996,B,Urban,391643.3681348082
1950,4,1.5,5,2.1371996621292384,1,1,1,85.69900254481962,1.8743633717495918,5803,1967,C,Suburbs,310190.8808860063
2009,3,4.0,15,6.664067587110914,1,1,3,28.022877924990574,8.946628461501412,4390,1997,C,Downtown,411549.310810919
2354,3,2.5,10,6.631723581068272,1,0,5,30.161593533569242,48.842920622503925,5833,1967,C,Suburbs,415519.0874325304
2116,3,2.5,1,2.7878068482959097,1,1,5,10.301623376182434,14.039863559716105,8466,1974,D,Suburbs,424453.2767900026
2476,4,1.5,3,9.98570135112203,1,1,5,85.58939006715111,1.3479975362678527,7373,1976,C,Downtown,467044.0498246459
2143,5,3.5,3,4.126309958762977,2,0,5,80.79095455002503,44.36822975392067,7560,2019,C,Rural,422559.5215487277
1693,1,2.5,9,9.145849338670551,0,0,4,42.5211867950117,45.78468605698516,7099,1995,D,Urban,276666.46142252005
2180,3,3.5,8,9.534562590283706,1,0,2,37.771888919306264,37.476230413225295,8308,1981,C,Downtown,389478.9303664243
1428,1,4.0,25,9.540899328697268,1,0,4,42.752664141976446,47.038222177294024,8185,1979,D,Urban,282271.8421100018
2054,3,1.5,15,7.775538288415506,2,0,3,42.03461392919247,14.017910457154393,8062,2002,A,Urban,351674.03855227015
1983,4,1.0,19,3.2842450478078473,0,1,3,42.961666107110084,32.619821021415746,7348,1991,A,Rural,316354.3594187642
1895,3,3.0,22,2.085898166292322,1,0,5,14.574305246346043,37.375094162929635,9459,2016,C,Suburbs,344901.139041051
1935,5,3.5,16,6.128964794387996,0,1,4,1.3477023387119202,48.706607914699404,3986,2018,D,Urban,366312.926890954
1059,4,2.5,4,4.240352179873094,2,1,5,76.24332090840042,45.00904965056133,6472,1981,A,Urban,316210.7917554262
1725,5,2.0,2,8.47935110637302,1,1,3,34.37497841009536,3.8941046117637264,6404,1964,D,Suburbs,441516.0663890471
2046,4,2.5,8,7.704910473550764,1,0,5,49.08888973863341,17.6134341010826,9291,1967,A,Rural,392547.44939539174
2079,2,2.0,11,3.4882146655607045,1,0,2,30.74369572622906,31.140959449410232,6921,1994,B,Rural,298698.0860530409
1486,2,1.5,4,1.153137103207559,0,1,4,38.16397868292489,42.9139284212631,6053,1973,D,Downtown,250662.04696724954
2632,3,2.0,18,3.1358418305582076,0,0,1,7.486326343911642,14.703330064998728,8345,1990,A,Suburbs,366399.6500519345
1566,2,1.5,32,6.104040258180398,1,1,4,37.02869270564697,1.3945424152990809,9600,1982,C,Downtown,297884.1411051261
2484,3,2.0,8,1.710977249913347,2,0,1,46.31156203311414,10.160956200932995,9478,1975,D,Rural,370270.3396181932
2213,3,4.0,6,6.924453397449534,1,0,3,83.28410490899381,21.84161423505054,9857,1961,C,Downtown,385394.6310638729
1676,5,3.0,18,7.045266562950698,2,1,5,32.22053720304313,3.996240627508893,8237,2004,A,Rural,429811.72411481943
2887,3,3.5,0,2.5245453012389114,0,0,5,8.854420351145365,3.0740599418530277,8561,2020,C,Urban,484612.9775945814
1403,4,3.0,1,6.366864106768878,0,1,5,75.91939074211825,20.67929429049525,7481,2022,A,Downtown,341545.6700382086
2459,5,2.0,18,6.462742851651104,2,0,3,37.563551500982484,32.74590408230777,7347,1973,A,Urban,405307.1053968737
2500,4,3.0,13,5.3018033171864865,1,0,4,91.53634638804279,35.81475692836053,6052,1960,B,Urban,429962.4484113443
1664,2,3.5,5,9.579212267759868,1,0,2,95.90358405586365,27.10734554026513,9386,2021,C,Suburbs,315963.79480533773
2696,3,3.5,21,1.9734686226864961,2,0,4,87.18523224925566,22.35779419642058,4406,2018,A,Downtown,371314.4798709055
1874,3,2.5,4,4.659631018326279,2,0,3,22.66459854656815,1.9236414535072988,5385,1965,B,Suburbs,373517.79622529465
2144,3,1.5,10,8.946286950278449,0,1,2,25.38100722846569,13.866897095955563,11734,1950,D,Rural,362661.20142082416
2130,3,1.0,10,4.476826157136484,0,0,4,79.41222786191359,33.82386728268803,7768,1976,B,Rural,307938.7303892564
1932,4,1.5,2,4.8217564810480145,0,0,2,44.61098051753856,23.028211405125248,8280,1973,B,Downtown,324854.7397015584
2405,3,4.0,3,7.014464923932574,2,1,4,29.780164870968672,13.942057796018167,5575,2018,B,Urban,456131.32670090697
2396,3,2.0,24,6.990071946216236,1,0,2,29.39078048492566,12.241448537224162,8970,1998,D,Urban,387601.84580474056
1125,5,3.5,2,1.2061176259488886,1,0,4,57.74659848906142,1.8459998590263567,10748,1991,A,Downtown,350102.6360619996
2652,1,2.0,1,5.101276835016584,2,0,3,89.50301857025134,41.428137254805804,10901,2022,B,Downtown,385623.1983210073
1168,3,2.5,6,4.001606602285685,1,0,4,61.892685852695415,44.02441722163341,4966,1999,C,Downtown,257260.29318763674
2516,4,1.0,0,6.649257224321075,0,1,2,62.02799870305876,18.91790545801847,10337,1950,B,Urban,411715.91135825723
2563,2,1.5,22,6.001320841257444,1,0,3,74.69431078264573,35.36166525721975,8020,2017,D,Suburbs,390851.68700310506
1454,4,2.0,1,6.85775464402328,0,0,2,76.03003293324049,4.18313266264493,2946,1979,C,Downtown,302417.4921940244
1794,2,2.5,9,6.883906478554036,1,0,5,90.94502657276018,44.54795435376533,4920,1963,B,Downtown,324668.89163157484
1447,4,1.5,4,3.2938467517687027,1,0,1,16.21122065380529,45.432393955878716,4238,1971,D,Rural,248396.6248435275
1892,3,3.0,16,3.218182881122664,0,0,3,98.4632861239969,8.68524700942255,9203,2015,B,Suburbs,347875.3524616985
1845,3,2.0,8,4.332541555208379,2,0,3,32.883108393214975,39.24975098779464,7626,2017,D,Downtown,280873.61989435885
2389,3,3.0,4,3.177626144830246,2,0,2,28.156779834213474,24.189026624369692,6697,1955,A,Urban,349203.415578882
2655,2,1.0,41,7.145272700368002,2,0,3,50.97868703844243,34.36998713972284,7810,1962,A,Suburbs,363805.45256624656
2697,2,2.5,0,6.425793777020131,1,0,3,26.436016797905904,24.25968344154584,11512,1961,A,Urban,389298.503702229
1718,3,2.0,8,2.947483059778451,2,0,2,23.291172041896992,4.85442067564223,7410,2018,A,Rural,300323.359612987
1895,3,3.0,45,8.95694327919722,1,0,4,96.68067382820811,42.162017263942566,8657,2000,B,Downtown,311598.983431234
1158,3,2.0,11,5.145963535640215,2,1,1,10.399421704706569,5.201144433525419,9260,2002,B,Downtown,287976.85869409726
1597,3,2.5,13,2.143479009624997,2,0,2,98.99429652000079,18.64745281462656,5571,1988,D,Rural,311249.6527971497
2482,3,3.5,0,2.9166902928242386,2,1,4,62.247798328021354,49.311999213270774,9129,1950,B,Suburbs,434391.0129784192
2807,4,1.0,0,5.858655068173109,0,0,4,95.85796516674834,21.907522369698324,9839,1977,A,Urban,398774.3024966083
1382,3,1.0,0,4.0458161481003545,1,1,3,89.74009377576124,41.194252504688706,10000,2013,A,Rural,277223.93332981603
1703,2,3.0,47,8.660997429350214,1,1,4,64.83992387744905,9.27726458448273,7707,2020,C,Suburbs,303876.45783307677
1986,4,2.5,38,5.452618666619531,1,1,4,58.983817170568166,41.67319736976956,9873,1977,B,Downtown,353801.4064294655
2140,4,2.0,4,9.237653203909634,1,0,4,99.2631700929034,23.5994976830223,8981,1975,B,Rural,398720.20438583655
1595,2,2.0,3,1.9164383284451931,0,1,3,51.52123611865166,25.98658668311954,8135,1987,B,Urban,294432.4699703098
2212,3,1.0,1,7.017338196952823,2,0,5,17.87587165014416,48.46407406221961,9831,1973,B,Rural,392699.34522936685
1763,3,1.5,3,8.972063671174201,2,0,4,99.29437180099887,44.42073578381793,11488,2017,D,Downtown,336322.5108425667
1992,3,2.0,4,3.6363742800149828,1,1,2,32.35230195346461,18.040816741581825,9846,2003,D,Suburbs,380317.8263122766
2273,4,3.0,13,2.2211883668375925,1,1,2,8.74142610792723,47.520960247381055,7851,1981,C,Urban,399383.6418013955
2003,1,2.0,20,5.109802641803783,1,1,5,71.68932173917814,6.05294249954682,7023,1955,B,Urban,338241.0985793761
1781,4,2.5,13,9.652008036948557,1,1,3,44.60492316358978,2.283113306173915,9054,2013,D,Rural,359512.15900773945
1945,1,3.5,10,6.7011573295298845,0,0,1,38.80240058687097,27.09928770280527,8308,1951,A,Suburbs,326464.77300014626
1955,3,2.0,14,6.795792739272154,1,1,1,63.16080467190073,38.72496528029583,10245,2010,C,Suburbs,321182.5468028378
1814,4,3.0,13,7.043511290775298,2,0,3,5.2852161764171175,11.826062088262542,6098,1981,D,Suburbs,363058.60254392074
1870,3,3.5,6,1.357852380344118,1,1,3,69.82219996272327,4.934443020308272,10074,1986,B,Rural,371548.32552858046
2799,2,1.5,4,5.010848211919532,1,0,4,50.34481958121918,42.429908631037534,5208,2020,B,Suburbs,367941.2677784221
2280,5,2.0,3,1.6981480939753864,0,0,4,49.02416259308079,49.32952726663508,7649,2005,C,Urban,360118.45419988653
1852,4,4.0,11,3.842729464347584,1,1,5,90.00338888137706,35.02149094599798,9166,1983,D,Urban,426264.1169947392
2348,4,4.0,32,8.394391219031897,1,0,3,83.12108042005887,48.78794732168023,7775,2021,C,Downtown,425190.3057008843
1833,3,1.5,8,6.906429547543263,0,0,4,53.15863681349102,41.80114254147596,8877,2010,B,Urban,306690.5211184012
2586,2,1.0,24,9.960154288617836,1,0,5,57.834102083089725,13.340761455642163,10771,2008,A,Rural,383852.91134460765
2184,5,2.0,0,2.5493898193540923,1,0,1,80.69636252624225,6.379293584859125,6865,2023,B,Suburbs,362196.67328622256
1946,3,2.0,15,4.573488125668809,1,1,4,41.128666445522114,40.637199699542954,5192,2021,A,Urban,280780.2711242337
2223,4,2.0,19,8.28676194690641,1,0,4,67.12345752458735,33.320324457717525,5730,2011,D,Urban,397929.62015685276
1214,3,2.5,9,2.941224421540817,1,1,5,54.0775810623214,40.831551331566274,7822,1996,B,Downtown,288874.1986662816
1436,3,3.5,27,2.383496616962125,1,0,3,49.96284445666503,36.20006517445341,10491,2003,D,Rural,256091.62987227197
1403,5,2.0,8,4.8485130129444345,0,1,3,98.47208470281848,25.752744529796093,7372,1971,C,Rural,364593.8059960345
2071,3,3.0,2,4.453538411417513,0,1,2,1.750778115012508,47.10041202346317,12311,1988,C,Urban,335438.5829442284
2866,2,1.0,2,9.821853468130165,2,0,3,41.46250924182273,37.92442101733619,5457,1981,D,Rural,447520.4519219035
